yearDraft,nameTeam,numberPickOverall,player,OrganizationFrom
1974,Buffalo Braves,45,Kim Hughes,Wisconsin
1974,New Orleans Jazz,46,Bruce King,Texas-Pan American
1974,Golden State Warriors,47,Frank Kendrick,Purdue
1974,Los Angeles Lakers,48,Jim Bradley,Northern Illinois
1974,Phoenix Suns,49,Earl Williams,Winston-Salem State
1974,New York Knicks,50,Rudy Jackson,Hutchinson Community College
1974,Detroit Pistons,51,Roland Grant,New Mexico State
1974,Chicago Bulls,52,Bobby Wilson,Wichita State
1974,Boston Celtics,53,Roscoe Pondexter,Long Beach State
1974,Milwaukee Bucks,54,Greg McDougald,Oral Roberts
1974,Philadelphia 76ers,55,Butch Taylor,Jacksonville
1974,Portland Trail Blazers,56,Mickey Johnson,Aurora
1974,Cleveland Cavaliers,57,James Foster,Connecticut
1974,Phoenix Suns,58,Randy Allen,Indiana (PA)
1974,Houston Rockets,59,Larry Robinson,Texas
1974,Kansas City-Omaha Kings,60,Lloyd Batts,Cincinnati
1974,Atlanta Hawks,61,Ed Palubinskas,Louisiana State
1974,Seattle SuperSonics,62,William Gordon,Maryland-Eastern Shore
1974,Buffalo Braves,63,Bernie Harris,Virginia Commonwealth
1974,New Orleans Jazz,64,Ray Price,Washington
1974,Golden State Warriors,65,Willie Biles,Tulsa
1974,Washington Bullets,66,Stan Washington,San Diego
1974,Los Angeles Lakers,67,Ron de Vries,Illinois State
1974,New York Knicks,68,Roy Ebron,Louisiana-Lafayette
1974,Detroit Pistons,69,Mickey Martin,Pittsburgh
1974,Chicago Bulls,70,Jim Forbes,Texas-El Paso
1974,Boston Celtics,71,Lerman Battle,Fairmont State
1974,Milwaukee Bucks,72,Lionel Billingy,Duquesne
1974,Philadelphia 76ers,73,Gary Crowthers,Hardin-Simmons
1974,Portland Trail Blazers,74,Bernard Hardin,New Mexico
1974,Cleveland Cavaliers,75,Gary Novak,Notre Dame
1974,Phoenix Suns,76,Ralph Bobik,Creighton
1974,Houston Rockets,77,Owen Wells,Detroit Mercy
1974,Kansas City-Omaha Kings,78,Terry Compton,Vanderbilt
1974,Atlanta Hawks,79,Tyrone Medley,Utah
1974,Seattle SuperSonics,80,Dean Tolson,Arkansas
1974,Buffalo Braves,81,Tony Byers,Wake Forest
1974,New Orleans Jazz,82,Ed Searcy,St. John's (NY)
1974,Golden State Warriors,83,Steve Erickson,Oregon
1974,Los Angeles Lakers,84,Seymour Reed,Bradley
1974,Washington Bullets,85,Gary Anderson,Washington
1974,New York Knicks,86,Greg Jackson,Guilford
1974,Detroit Pistons,87,Joe Newman,Temple
1974,Chicago Bulls,88,Randy Knowles,Texas A&M
1974,Boston Celtics,89,Ben Clyde,Florida State
1974,Milwaukee Bucks,90,John Johnson,Denver
1974,Philadelphia 76ers,91,Mark Westra,Southern California
1974,Portland Trail Blazers,92,Daniel Anderson,Southern California
1974,Cleveland Cavaliers,93,Aron Stewart,Richmond
1974,Phoenix Suns,94,Collis Temple,Louisiana State
1974,Houston Rockets,95,Lawrence Johnson,Prairie View A&M
1974,Kansas City-Omaha Kings,96,Ron Kennedy,Arizona
1974,Atlanta Hawks,97,Sam Hervey,Southern Methodist
1974,Seattle SuperSonics,98,Wardell Jackson,Ohio State
1974,Buffalo Braves,99,Gary Link,Missouri
1974,New Orleans Jazz,100,Lawrence McCray,Florida State
1974,Golden State Warriors,101,John Errecart,Pacific
1974,Washington Bullets,102,Roy McPipe,Montana State
1974,Los Angeles Lakers,103,Billy Morris,Saint Louis
1974,New York Knicks,104,Terry Mikan,St. Thomas (FL)
1974,Detroit Pistons,105,Mike Sylvester,Dayton
1974,Chicago Bulls,106,Robert Rosier,St. Thomas (FL)
1974,Boston Celtics,107,Gene Harmon,Creighton
1974,Milwaukee Bucks,108,Larry Williams,Kansas State
1974,Philadelphia 76ers,109,Dave Stoczynski,Gannon
1974,Portland Trail Blazers,110,Doug Richards,Brigham Young
1974,Cleveland Cavaliers,111,Mike Robinson,Michigan State
1974,Phoenix Suns,112,Clyde Dickey,Boise State
1974,Houston Rockets,113,Kevin Fitzgerald,Oklahoma
1974,Kansas City-Omaha Kings,114,Mark Browne,Missouri
1974,Atlanta Hawks,115,Greg Lee,California-Los Angeles
1974,Seattle SuperSonics,116,Jerry Faulkner,West Georgia
1974,Buffalo Braves,117,Tommy Curtis,California-Los Angeles
1974,New Orleans Jazz,118,Joel Copeland,Old Dominion
1974,Golden State Warriors,119,Brady Allen,California
1974,Los Angeles Lakers,120,Dennis Van Zant,Azusa Pacific
1974,Washington Bullets,121,Tom Turner,West Georgia
1974,New York Knicks,122,Billy Smith,Mercer
1974,Detroit Pistons,123,Sammy High,Tulsa
1974,Chicago Bulls,124,Geoff Roberts,Missouri
1974,Boston Celtics,125,Ron Brown,Penn State
1974,Milwaukee Bucks,126,Bob Hornstein,West Virginia
1974,Philadelphia 76ers,127,Jimmy Powell,Middle Tennessee State
1974,Portland Trail Blazers,128,Eldridge Broussard,Pacific (OR)
1974,Cleveland Cavaliers,129,Kerry Hughes,Wisconsin
1974,Phoenix Suns,130,Tom Holland,Oklahoma
1974,Houston Rockets,131,Steve Brooks,Arkansas State
1974,Kansas City-Omaha Kings,132,Richie O'Connor,Fairfield
1974,Atlanta Hawks,133,Bill Butler,Louisville
1974,Seattle SuperSonics,134,Leonard Coulter,Morehead State
1974,Buffalo Braves,135,Glenn Price,St. Bonaventure
1974,New Orleans Jazz,136,Jay Piccola,Roanoke
1974,Golden State Warriors,137,Clarence Allen,California-Santa Barbara
1974,Washington Bullets,138,Steve Platt,Huntington
1974,Los Angeles Lakers,139,Bob Florence,Nevada-Las Vegas
1974,New York Knicks,140,Dennis McDermott,St. Francis Brooklyn
1974,Detroit Pistons,141,Greg Newman,Drexel
1974,Chicago Bulls,142,Sam McCants,Oral Roberts
1974,Boston Celtics,143,Richard Wallace,Georgia Southern
1974,Milwaukee Bucks,144,Ralph Palamar,Cameron
1974,Philadelphia 76ers,145,Perry Warbington,Georgia Southern
1974,Portland Trail Blazers,146,Lee Haven,Colorado
1974,Cleveland Cavaliers,147,Jim Buskofsky,Upper Iowa
1974,Phoenix Suns,148,Ted Evans,Oklahoma
1974,Houston Rockets,149,Ken Stalling,Missouri S&T
1974,Kansas City-Omaha Kings,150,Jeff Dawson,Illinois
1974,Atlanta Hawks,151,Lon Kruger,Kansas State
1974,Seattle SuperSonics,152,Bertrand du Pont,Dillard
1974,Buffalo Braves,153,John Falconi,Davidson
1974,New Orleans Jazz,154,Ken Boyd,Boston University
1974,Golden State Warriors,155,Carl Meier,California
1974,Washington Bullets,156,Mark Raterink,Boston College
1974,New York Knicks,157,Earl Brown,Lafayette
1974,Detroit Pistons,158,Gary Deitelhoff,Millikin
1974,Chicago Bulls,159,Jerry Davenport,Cameron
1974,Boston Celtics,160,Al Skinner,Massachusetts
1974,Milwaukee Bucks,161,Mike Deane,Potsdam
1974,Philadelphia 76ers,162,Larry Witherspoon,Towson
1974,Portland Trail Blazers,163,Ron Jones,Oregon State
1974,Cleveland Cavaliers,164,Jim Kelly,Loras
1974,Phoenix Suns,165,Mark Wasley,Arizona State
1974,Houston Rockets,166,Marcus Washington,Marquette
1974,Kansas City-Omaha Kings,167,Dennis White,Arkansas
1974,Atlanta Hawks,168,Brendy Lee,Nebraska
1974,Seattle SuperSonics,169,Rod Derline,Seattle
1974,Buffalo Braves,170,Andy Rimol,Princeton
1974,New Orleans Jazz,171,Walt McGary,Tennessee-Chattanooga
1974,Golden State Warriors,172,Marvin Buckley,Nevada-Reno
1974,Washington Bullets,173,Pete Collins,High Point
1974,New York Knicks,174,John O'Connell,North Carolina
1974,Detroit Pistons,175,Bill Ligon,Vanderbilt
1974,Chicago Bulls,176,Rick Hockenos,Saint Francis (PA)
1974,Boston Celtics,177,Phil Rogers,Fairfield
1974,Milwaukee Bucks,178,Bruce Featherston,Texas State
1973,Philadelphia 76ers,1,Doug Collins,Illinois State
1973,Cleveland Cavaliers,2,Jim Brewer,Minnesota
1973,Buffalo Braves,3,Ernie DiGregorio,Providence
1973,Seattle SuperSonics,4,Mike Green,Louisiana Tech
1973,Los Angeles Lakers,5,Kermit Washington,American
1973,Houston Rockets,6,Ed Ratleff,Long Beach State
1973,Kansas City-Omaha Kings,7,Ron Behagen,Minnesota
1973,Phoenix Suns,8,Mike Bantom,Saint Joseph's
1973,Atlanta Hawks,9,Dwight Jones,Houston
1973,Atlanta Hawks,10,John Brown,Missouri
1973,Golden State Warriors,11,Kevin Joyce,South Carolina
1973,Chicago Bulls,12,Kevin Kunnert,Iowa
1973,Capital Bullets,13,Nick Weatherspoon,Illinois
1973,New York Knicks,14,Mel Davis,St. John's (NY)
1973,Portland Trail Blazers,15,Barry Parkhill,Virginia
1973,Milwaukee Bucks,16,Swen Nater,California-Los Angeles
1973,Boston Celtics,17,Steve Downing,Indiana
1973,Philadelphia 76ers,18,Raymond Lewis,Cal State-Los Angeles
1973,Capital Bullets,19,Louie Nelson,Washington
1973,Kansas City-Omaha Kings,20,Mike D'Antoni,Marshall
1973,Philadelphia 76ers,21,Allan Bristow,Virginia Tech
1973,Philadelphia 76ers,22,George McGinnis,Indiana
1973,Los Angeles Lakers,23,Billy Schaeffer,St. John's (NY)
1973,Chicago Bulls,24,Kevin Stacom,Providence
1973,Kansas City-Omaha Kings,25,Larry McNeill,Marquette
1973,Cleveland Cavaliers,26,Allan Hornyak,Ohio State
1973,Atlanta Hawks,27,Tom Ingelsby,Villanova
1973,New York Knicks,28,Patrick McFarland,Saint Joseph's
1973,Golden State Warriors,29,Derrek Dickey,Cincinnati
1973,Chicago Bulls,30,Wendell Hudson,Alabama
1973,Los Angeles Lakers,31,Jim Chones,Marquette
1973,Philadelphia 76ers,32,Caldwell Jones,Albany State (GA)
1973,Phoenix Suns,33,Gary Melchionni,Duke
1973,Los Angeles Lakers,34,John Perry,Texas-Pan American
1973,Boston Celtics,35,Phil Hankinson,Pennsylvania
1973,Atlanta Hawks,36,Ted Manakas,Princeton
1973,Cleveland Cavaliers,37,Jim O'Brien,Maryland
1973,Buffalo Braves,38,Ken Charles,Fordham
1973,Chicago Bulls,39,Martin Terry,Arkansas
1973,Cleveland Cavaliers,40,Ozzie Edwards,Oklahoma City
1973,Cleveland Cavaliers,41,James Lister,Sam Houston State
1973,Phoenix Suns,42,Joe Reaves,Bethel (TN)
1973,Phoenix Suns,43,Steve Mitchell,Kansas State
1973,Detroit Pistons,44,Bo Lamar,Louisiana-Lafayette
1973,Atlanta Hawks,45,Leonard Gray,Long Beach State
1973,Golden State Warriors,46,Jim Retseck,Auburn
1973,Chicago Bulls,47,Steve Newsome,Houston
1973,Capital Bullets,48,Tom Kozelko,Toledo
1973,New York Knicks,49,Allie McGuire,Marquette
1973,Detroit Pistons,50,Larry Kenon,Memphis
1973,Houston Rockets,51,E.C. Coleman,Houston Baptist
1973,Boston Celtics,52,Martinez Denmon,Iowa State
1973,Philadelphia 76ers,53,Darrel Minniefield,New Mexico
1973,Buffalo Braves,54,Doug Little,Oregon
1973,Portland Trail Blazers,55,William Averitt,Pepperdine
1973,Seattle SuperSonics,56,June Harris,North Carolina A&T
1973,Cleveland Cavaliers,57,Luke Witte,Ohio State
1973,Houston Rockets,58,Lee Colburn,South Dakota State
1973,Milwaukee Bucks,59,Clyde Turner,Minnesota
1973,Phoenix Suns,60,Ronnie Robinson,Memphis
1973,Detroit Pistons,61,Ken Brady,Michigan
1973,Atlanta Hawks,62,James Brown,Harvard
1973,Golden State Warriors,63,Ron King,Florida State
1973,Chicago Bulls,64,Mark Sibley,Northwestern
1973,Capital Bullets,65,Aaron Stewart,Richmond
1973,New York Knicks,66,George Karl,North Carolina
1973,Milwaukee Bucks,67,Harry Rogers,Saint Louis
1973,Los Angeles Lakers,68,Larry Finch,Memphis
1973,Boston Celtics,69,Richie Fuqua,Oral Roberts
1973,Philadelphia 76ers,70,Reggie Royals,Florida State
1973,Portland Trail Blazers,71,Fran Costello,Providence
1973,Buffalo Braves,72,Randy Noll,Marshall
1973,Seattle SuperSonics,73,Chuck Iverson,South Dakota
1973,Cleveland Cavaliers,74,John Coughran,California
1973,Houston Rockets,75,Gary Rhoades,Colorado State
1973,Kansas City-Omaha Kings,76,M.L. Carr,Guilford
1973,Phoenix Suns,77,Clinton Harris,Iowa State
1973,Detroit Pistons,78,Henry Wilmore,Michigan
1973,Atlanta Hawks,79,Dave Winfield,Minnesota
1973,Golden State Warriors,80,Nate Stephens,Long Beach State
1973,Chicago Bulls,81,Ray Simpson,Furman
1973,Capital Bullets,82,Danny Traylor,South Carolina
1973,New York Knicks,83,Dennis Bell,Drake
1973,Los Angeles Lakers,84,Kresimir Cosic,Brigham Young
1973,Milwaukee Bucks,85,Larry Jackson,Northern Illinois
1973,Boston Celtics,86,Byron Jones,San Francisco
1973,Philadelphia 76ers,87,Sterling Wright,Lincoln (MO)
1973,Buffalo Braves,88,Mike Macaluso,Canisius
1973,Portland Trail Blazers,89,Neal Jurgensen,Oregon State
1973,Seattle SuperSonics,90,Bill McCoy,Northern Iowa
1973,Cleveland Cavaliers,91,Willie Calvert,Abilene Christian
1973,Houston Rockets,92,Tom Peck,Wisconsin-Eau Claire
1973,Kansas City-Omaha Kings,93,Mike Quick,San Francisco
1973,Phoenix Suns,94,Gene Doyle,Holy Cross
1973,Detroit Pistons,95,Dennis Johnson,Ferris State
1973,Atlanta Hawks,96,John Williamson,New Mexico State
1973,Golden State Warriors,97,Bob Lauriski,Utah State
1973,Chicago Bulls,98,Johnny Neumann,Mississippi
1973,Capital Bullets,99,Mike Allocco,Stonehill
1973,New York Knicks,100,Lawrence Lilly,Alabama State
1973,Milwaukee Bucks,101,James Floyd,Shaw
1973,Los Angeles Lakers,102,David Brent,Jacksonville
1973,Boston Celtics,103,Joe Cafferky,North Carolina State
1973,Philadelphia 76ers,104,James Greene,Kentucky Wesleyan
1973,Portland Trail Blazers,105,Larry Hollyfield,California-Los Angeles
1973,Buffalo Braves,106,Tim Bassett,Georgia
1973,Seattle SuperSonics,107,Jim Andrews,Kentucky
1973,Cleveland Cavaliers,108,Larry Farmer,California-Los Angeles
1973,Houston Rockets,109,Fred DeVaughn,Westmont
1973,Kansas City-Omaha Kings,110,Mike Jeffries,Missouri
1973,Phoenix Suns,111,Jerry Bisbano,Louisiana-Lafayette
1973,Detroit Pistons,112,Fred Smiley,Northwood (MI)
1973,Atlanta Hawks,113,Pete Harris,Stephen F. Austin
1973,Golden State Warriors,114,Steve Smith,Loyola-Marymount
1973,Chicago Bulls,115,Billy Harris,Northern Illinois
1973,Capital Bullets,116,Rod Hogue,Georgia
1973,New York Knicks,117,Mike Moore,Manhattan
1973,Los Angeles Lakers,118,Nate Hawthorne,Southern Illinois
1973,Milwaukee Bucks,119,Eddie Childress,Austin Peay
1973,Boston Celtics,120,Mike Stewart,Santa Clara
1973,Philadelphia 76ers,121,Dave Langston,Drake
1973,Buffalo Braves,122,Carl Jackson,St. Bonaventure
1973,Portland Trail Blazers,123,Lendell Resson,Eastern Michigan
1973,Seattle SuperSonics,124,Wardell Jeffries,Oklahoma Baptist
1973,Cleveland Cavaliers,125,John Ritter,Indiana
1973,Houston Rockets,126,John Thomas,Missouri Southern State
1973,Kansas City-Omaha Kings,127,Mike Williams,Kentucky Wesleyan
1973,Phoenix Suns,128,Jim Owens,Arizona State
1973,Detroit Pistons,129,Ben Kelso,Central Michigan
1973,Atlanta Hawks,130,Tim Dominey,Valdosta State
1973,Golden State Warriors,131,Jeff Dawson,Illinois
1973,Chicago Bulls,132,J. G. Brosterhos,Texas
1973,Capital Bullets,133,Mark Jellison,Northeastern
1973,New York Knicks,134,Steve Rowell,Rhode Island
1973,Milwaukee Bucks,135,Walt McGrary,Tennessee-Chattanooga
1973,Los Angeles Lakers,136,Roy McPipe,Montana State
1973,Boston Celtics,137,Robert White,Sam Houston State
1973,Philadelphia 76ers,138,Harvey Catchings,Hardin-Simmons
1973,Portland Trail Blazers,139,Mike Contreras,Arizona State
1973,Buffalo Braves,140,Bob Fullerton,Xavier
1973,Seattle SuperSonics,141,Greg Williams,Seattle
1973,Cleveland Cavaliers,142,Les Taylor,Murray State
1973,Kansas City-Omaha Kings,143,James Brown,Dartmouth
1973,Phoenix Suns,144,Sandy Smith,Winston-Salem State
1973,Detroit Pistons,145,Bill Kelgore,Michigan State
1973,Golden State Warriors,146,Everett Fopma,Idaho State
1973,Chicago Bulls,147,Rubin Montanez,Duquesne
1973,Capital Bullets,148,Mike Boylan,Assumption
1973,New York Knicks,149,Joe Wise,Bridgewater State
1973,Milwaukee Bucks,150,Bob Vacca,Quinnipiac
1973,Boston Celtics,151,Corky Taylor,Minnesota
1973,Philadelphia 76ers,152,Abe Steward,Jacksonville
1973,Buffalo Braves,153,Nick Connor,Illinois
1973,Portland Trail Blazers,154,Sam Whitehead,Oregon State
1973,Seattle SuperSonics,155,Bob Bodell,Maryland
1973,Cleveland Cavaliers,156,Dean Martin,Baldwin Wallace
1973,Kansas City-Omaha Kings,157,Ernie Kusyner,Kansas State
1973,Phoenix Suns,158,Claude White,Elmhurst
1973,Detroit Pistons,159,Bob Solomon,Wayne State (MI)
1973,Golden State Warriors,160,Fred Lavoroni,Santa Clara
1973,Chicago Bulls,161,Russ Hunt,Furman
1973,Capital Bullets,162,Dick Kelly,Bay College
1973,New York Knicks,163,Ed Fields,Long Island Post
1973,Milwaukee Bucks,164,Ron Battle,Sam Houston State
1973,Boston Celtics,165,Steve Turner,Vanderbilt
1973,Philadelphia 76ers,166,Rod Freeman,Vanderbilt
1973,Portland Trail Blazers,167,Ed Payne,Wake Forest
1973,Buffalo Braves,168,Mike Lee,Syracuse
1973,Cleveland Cavaliers,169,Floyd Lewis,Harvard
1973,Phoenix Suns,170,Lynn Greer,Virginia State
1973,Detroit Pistons,171,Len Paul,Akron
1973,Capital Bullets,172,Dale Adams,St. Mary's (MD)
1973,New York Knicks,173,Charles Edge,LeMoyne-Owen
1973,Boston Celtics,174,Ed Hastings,Villanova
1973,Philadelphia 76ers,175,Connie Warren,Xavier
1973,Buffalo Braves,176,Aaron Covington,Canisius
1973,Portland Trail Blazers,177,Rick Holdt,North Carolina State
1973,Cleveland Cavaliers,178,Chris McMurray,San Diego State
1973,Phoenix Suns,179,Lyman Williamson,Samford
1973,Detroit Pistons,180,Clarence Carlisle,Ferris State
1973,Capital Bullets,181,Mike Battle,George Washington
1973,Boston Celtics,182,Bruce Winkler,Santa Clara
1973,Philadelphia 76ers,183,Jim Crawford,La Salle
1973,Buffalo Braves,184,Bob Vartanian,Buffalo
1973,Cleveland Cavaliers,185,John Pennebacker,Hawaii
1973,Phoenix Suns,186,Kalevi Sarkalahti,Brigham Young
1973,Capital Bullets,187,Chester Davis,Morgan State
1973,Boston Celtics,188,Scott Koelzer,Montana State
1973,Philadelphia 76ers,189,Ernie Johnson,Michigan
1973,Buffalo Braves,190,Ron Gilliam,SUNY Brockport
1973,Cleveland Cavaliers,191,Charles Mitchell,Eastern Kentucky
1973,Capital Bullets,192,Howard White,Maryland
1973,Boston Celtics,193,Rick Williams,Iowa
1973,Philadelphia 76ers,194,Lionel Harris,Cincinnati
1973,Buffalo Braves,195,John Fraley,Georgia
1973,Cleveland Cavaliers,196,Reese Stovall,Texas-Pan American
1973,Capital Bullets,197,W. Shorty Simmons,St. Mary's (MD)
1973,Boston Celtics,198,James Gilchrist,Florida Southern
1973,Philadelphia 76ers,199,Larry Robinson,Tennessee
1973,Buffalo Braves,200,John Green,Oregon
1973,Cleveland Cavaliers,201,Tom O'Connor,Iowa State
1973,Boston Celtics,202,Sam Barber,Bethune-Cookman
1973,Philadelphia 76ers,203,Tony Prince,St. John's (NY)
1973,Buffalo Braves,204,Jim Garvin,Boston University
1973,Cleveland Cavaliers,205,Phil Elderkin,Boston University
1973,Boston Celtics,206,Lamont King,Long Beach State
1973,Buffalo Braves,207,Don Johnston,North Carolina
1973,Boston Celtics,208,Peter Gavitt,Maine
1973,Buffalo Braves,209,Ron Thornson,British Columbia (CAN)
1973,Boston Celtics,210,Tom Austin,Massachusetts
1973,Buffalo Braves,211,Phil Tollestrop,Brigham Young
1972,Portland Trail Blazers,1,Larue Martin,Loyola-Chicago
1972,Buffalo Braves,2,Bob McAdoo,North Carolina
1972,Cleveland Cavaliers,3,Double D Davis,Houston
1972,Phoenix Suns,4,Corky Calhoun,Pennsylvania
1972,Philadelphia 76ers,5,Fred Boyd,Oregon State
1972,Milwaukee Bucks,6,Russell Lee,Marshall
1972,Seattle SuperSonics,7,Isaac Stallworth,Kansas
1972,New York Knicks,8,Tom Riker,South Carolina
1972,Detroit Pistons,9,Bob Nash,Hawaii
1972,Boston Celtics,10,Paul Westphal,Southern California
1972,Chicago Bulls,11,Ralph Simpson,Michigan State
1972,Milwaukee Bucks,12,Julius Erving,Massachusetts
1972,Los Angeles Lakers,13,Travis Grant,Kentucky State
1972,Portland Trail Blazers,14,Bob Davis,Weber State
1972,Buffalo Braves,15,Harold Fox,Jacksonville
1972,Los Angeles Lakers,16,Jim Price,Louisville
1972,Detroit Pistons,17,Chris Ford,Villanova
1972,Seattle SuperSonics,18,Joby Wright,Indiana
1972,Kansas City-Omaha Kings,19,Sam Sibert,Kentucky State
1972,Houston Rockets,20,John Gianelli,Pacific
1972,Atlanta Hawks,21,Steve Bracey,Tulsa
1972,Los Angeles Lakers,22,Paul Stovall,Arizona State
1972,Seattle SuperSonics,23,Brian Taylor,Princeton
1972,Cleveland Cavaliers,24,Steve Hawes,Washington
1972,Baltimore Bullets,25,Tommy Patterson,Ouachita Baptist
1972,Portland Trail Blazers,26,Dave Twardzik,Old Dominion
1972,Boston Celtics,27,Dennis Wuycik,North Carolina
1972,Kansas City-Omaha Kings,28,Mike Ratliff,Wisconsin-Eau Claire
1972,Milwaukee Bucks,29,Chuck Terry,Long Beach State
1972,Portland Trail Blazers,30,Ollie Johnson,Temple
1972,Portland Trail Blazers,31,Lloyd Neal,Tennessee State
1972,Buffalo Braves,32,Bob Morse,Pennsylvania
1972,Phoenix Suns,33,Scott English,Texas-El Paso
1972,Phoenix Suns,34,Don Buse,Evansville
1972,Chicago Bulls,35,Frank Russell,Detroit Mercy
1972,Philadelphia 76ers,36,Charlie Tharpe,Belhaven
1972,Houston Rockets,37,Eric McWilliams,Long Beach State
1972,Kansas City-Omaha Kings,38,Ron Riley,Southern California
1972,Baltimore Bullets,39,Kevin Porter,Saint Francis (PA)
1972,Seattle SuperSonics,40,Jim Creighton,Colorado
1972,New York Knicks,41,Ansley Truitt,California
1972,Phoenix Suns,42,Claude Terry,Stanford
1972,Golden State Warriors,43,Bill Chamberlain,North Carolina
1972,Boston Celtics,44,Wayne Grabiec,Michigan
1972,Chicago Bulls,45,Chuck Jura,Nebraska
1972,Milwaukee Bucks,46,George Adams,Gardner-Webb
1972,Los Angeles Lakers,47,Gregg Northington,Alabama State
1972,Portland Trail Blazers,48,Gary Stewart,Canisius
1972,Buffalo Braves,49,George Bryant,Eastern Kentucky
1972,Cleveland Cavaliers,50,Hank Siemiontkowski,Villanova
1972,Detroit Pistons,51,Ernie Fleming,Jacksonville
1972,Philadelphia 76ers,52,Marshall Wingate,Niagara
1972,Kansas City-Omaha Kings,53,Frank Schade,Wisconsin-Eau Claire
1972,Houston Rockets,54,Wilbert Robinson,West Virginia
1972,Atlanta Hawks,55,Reggie Bird,Princeton
1972,Baltimore Bullets,56,Al Saunders,Louisiana State
1972,Seattle SuperSonics,57,Joe Mackey,Southern California
1972,New York Knicks,58,Henry Bibby,California-Los Angeles
1972,Phoenix Suns,59,Matt Gantt,St. Bonaventure
1972,Golden State Warriors,60,John Tshogl,California-Santa Barbara
1972,Boston Celtics,61,Nate Stephens,Long Beach State
1972,Chicago Bulls,62,Ted Martiniuk,St. Peter's
1972,Milwaukee Bucks,63,Art White,Georgetown
1972,Portland Trail Blazers,64,Mike Reid,California-Riverside
1972,Buffalo Braves,65,Arnie Berman,Brown
1972,Cleveland Cavaliers,66,Sam Cash,California-Riverside
1972,Detroit Pistons,67,Ernest Pettis,Western Michigan
1972,Kansas City-Omaha Kings,68,David Bustion,Denver
1972,Philadelphia 76ers,69,Joe Bynes,Arkansas-Pine Bluff
1972,Houston Rockets,70,James Silas,Stephen F. Austin
1972,Atlanta Hawks,71,Bob Lackey,Marquette
1972,Baltimore Bullets,72,Walter Jones,Long Island-Brooklyn
1972,Seattle SuperSonics,73,Gary Ladd,Seattle
1972,New York Knicks,74,Bob Ford,Purdue
1972,Phoenix Suns,75,Wardell Dyson,Shaw
1972,Golden State Warriors,76,Charles Dudley,Washington
1972,Boston Celtics,77,Bryan Adrian,Davidson
1972,Chicago Bulls,78,Rowland Garrett,Florida State
1972,Milwaukee Bucks,79,Ron Harris,Wichita State
1972,Los Angeles Lakers,80,Glen Summors,Gannon
1972,Portland Trail Blazers,81,Joe Gaines,Belmont
1972,Buffalo Braves,82,Ed Czernota,Sacred Heart
1972,Cleveland Cavaliers,83,Tom Parker,Kentucky
1972,Detroit Pistons,84,Terry Benton,Wichita State
1972,Philadelphia 76ers,85,John Glover,Wiley
1972,Kansas City-Omaha Kings,86,Jerry Crocker,Guilford
1972,Houston Rockets,87,Mike Collins,Seattle
1972,Atlanta Hawks,88,Randy Noll,Marshall
1972,Baltimore Bullets,89,Dwaine Dillard,Eastern Michigan
1972,Seattle SuperSonics,90,Ronald Thomas,Louisville
1972,New York Knicks,91,Greg Cleuss,St. John's (NY)
1972,Phoenix Suns,92,Charles Edge,LeMoyne-Owen
1972,Golden State Warriors,93,Henry Bacon,Louisville
1972,Boston Celtics,94,Doug Holcomb,Memphis
1972,Chicago Bulls,95,Mike Stewart,Santa Clara
1972,Boston Celtics,96,Wally Wright,Pine Manor
1972,Los Angeles Lakers,97,Sam Simmons,Bradley
1972,Portland Trail Blazers,98,Bob Lynn,Long Beach State
1972,Buffalo Braves,99,Greg Kohls,Syracuse
1972,Cleveland Cavaliers,100,Steve Davidson,West Texas A&M
1972,Detroit Pistons,101,Bruce Anderson,Arizona
1972,Kansas City-Omaha Kings,102,Mike Sneed,Fayetteville State
1972,Philadelphia 76ers,103,Curtis Pritchett,Saint Augustine's
1972,Houston Rockets,104,Mike Jackson,Cal State-Los Angeles
1972,Atlanta Hawks,105,Billy Pleas,Detroit Mercy
1972,Baltimore Bullets,106,Marvin Brown,Jackson State
1972,Seattle SuperSonics,107,Jerry Dunn,Western Kentucky
1972,New York Knicks,108,Tracy Tripucka,Lafayette
1972,Phoenix Suns,109,Bernie Fryer,Brigham Young
1972,Golden State Warriors,110,William Franklin,Purdue
1972,Boston Celtics,111,Stephen Previs,North Carolina
1972,Chicago Bulls,112,Jerry Pender,Fresno State
1972,Milwaukee Bucks,113,Edward Davis,Duquesne
1972,Portland Trail Blazers,114,Ruben Vance,Kent State
1972,Buffalo Braves,115,Andy Denny,South Alabama
1972,Cleveland Cavaliers,116,Roger Evans,Kent State
1972,Detroit Pistons,117,Ben Kelso,Central Michigan
1972,Philadelphia 76ers,118,Jim Kopp,Rockhurst
1972,Kansas City-Omaha Kings,119,Jerry Clack,Oklahoma
1972,Houston Rockets,120,Henry Harris,Auburn
1972,Atlanta Hawks,121,Oscar Evans,Butler
1972,Baltimore Bullets,122,Jim Floyd,Shaw
1972,Seattle SuperSonics,123,Willy Stoudamire,Portland State
1972,New York Knicks,124,Tom Corde,Ohio
1972,Phoenix Suns,125,Russell Golden,Jackson State
1972,Golden State Warriors,126,John Burks,San Francisco
1972,Boston Celtics,127,Sam McCarney,Oral Roberts
1972,Chicago Bulls,128,Cavin Anderson,Valley City State
1972,Milwaukee Bucks,129,Charles Kirkland,Cheyney
1972,Portland Trail Blazers,130,Scott McCandlish,Virginia
